comment_text,identity_attack_x,bias,target,category,rationale
BLM has created a situation  where  gay white  men who show up  will be accused of being racists If  gay white men dont show up  they will be accused of being racists.,0.7,bias,"gays,whites","lgbtq,race",prejudice against gays and whites
Rubbish. Never buy Chinese because its garbage.,0.858049625,bias,chinese,race,prejudice against chinese
And dont forget the pandering to people who want to kill the jews and the blacks.    Lets not forget about that.,0.725,neutral,,none,
We can...but we wont... while Junior is selling out the country to Communist China and flooding hundreds of thousands of Muslims into the country How does conservationcarbon tax bsand quality of life fit into the current insane policies at the federal level,0.5,bias,muslims,religion,prejudice against muslims
Hey robinson did you know that muslims like to throw gays off of rooftops to their death and in every mosque on every Friday they call for the killing of Jews and infidels?  But thats okay with these leftists,0.7,bias,"muslims,liberals","religion,political",prejudice against muslims and jews
Lets have a discussion about black on black violence black drug trade black gangs  killing shooting black criminality hold ups carjackings break ins  vandalism and violent abuses of other races .  Black males in America have a 1300 greater risk of being shot by one of their own than by cops under any situation. Its not much different in Toronto   Lets talk about that too.,0.8,bias,blacks,race,prejudice against blacks
but do the midaged men simply not matter? Close midaged white men dont matter.,0.5,bias,whites,race,prejudice against whites
He may have attended Robert E. Lee High. He thinks its free speech only if one can get away with yelling Kill the Jews and Blacks. If you yell  Kill the Nazis and White Supremacists thats not protected by free speech.,0.684210526,bias,"jews,blacks,whites","religion,race","prejudice against jews,blacks,whites"
You are correct and orthodox.  If Holy Father Francis truly gets the Eastern Orthodox Churches and the St. Pius X Society to join in Communion with the RCC well have PLENTY of comrades.  PLENTY  All of the Eastern Orthodox priests who I know are VERY opposed to homosexual behavior. VERY  Additionally if we can get married heterosexual men into the priesthood this would also drive out the priests and seminarians who are active homosexuals.,0.7,bias,men,gender,prejudice against men
Yea till some crazy Muslim blows you up or runs you over or slices you with a really BIG knife.,0.692307692,bias,muslims,religion,prejudice against muslims
Christian extremist. When body slamming is just not enough.,0.8,bias,christians,religion,prejudice against christians
I hope the all gays end up with HIVAIDs and super STD viruses.,0.928359976,bias,gays,lgbtq,prejudice against gays
No Muslims love Jews Israel got it all wrong. Perhaps you should go their and inform them of that fact. Truly you are amusing.,0.5,bias,"muslims,jews",religion,prejudice against muslims and jews
American woman get away.   Your husband signed up for the military. He died. That happens. You deserve nothing.,0.5,bias,"americans,women","race,gender",prejudice against american woman
All I said was that you dont know for sure.  It has nothing to do with being cotentious.  I will say that it is truly amazing how many gays and minorities you know that are Trump supporters....but thats your story and I know youre sticking to it.,0.8,bias,gays,lgbtq,prejudice towards gays
What about the slasher in Portland? What about the guy who shot up the Indians think they were Muslim?  Or even the kids who filmed the black guy drowning and did nothing.  You are just going to conveniently ignore those?,0.5,neutral,,none,
Wait.....so a leftist wants more funding for prisons?? Stop the presses everyone....criminal justice and incarceration is no longer a Racist and Oppressive Function of The White Power Structure,0.258064516,neutral,,none,
These Black activists should study their history and read up on the Underground Railroad. Maybe then theyd feel like they deserve to pay Canada a tribute not the other way around.,0.528571429,neutral,,none,
Keep pushing transgendersocial justice and gays agendas and you will get more unstable kids.,0.7,bias,"trangenders,gays",lgbtq,prejudice against transgenders and gays
What a load of indifferentist crap.Mohammedans do NOT love God because they reject the Second and Third Person s of the Trinity.,0.575,bias,muslims,religion,prejudice against muslims
Well at least these worst element Christians didnt go there and shoot a bunch of people or plant a bomb like the worst element Muslims would have eh James?,0.6,bias,"christians,muslims",religion,prejudice against muslims and towards christians
Blacks are blacks worst enemy theres still no remedy got me for a grip and you call yourself kin of me.  Jealousy envy I see it in your eyes tell me whats wrong with seeing a black man rise.,0.763157895,bias,blacks,race,prejudice against blacks
Every one of these hate hoaxes since the election have been staged by Jews themselves,0.8,bias,jews,religion,prejudice against jews
Who will be banned next year?  I would not be at all  surprised if they demand   and get black safe spaces with no white people allowed like segregated beer gardens and dance parties.,1,bias,blacks,race,prejudice against blacks
So? Islam has been encroaching on and invading Europe since the 7th century.  There can be no peace until Constantinople is returned to Christendom .   REMEMBER 1453 AND THE GOLDEN HORN:  NIL IUSTE  NIX PACE,1,bias,muslims,religion,prejudice against muslims
Who do you think youre fooling.  Youve been making excuses for those white supremacist Nazis.,0.5,bias,whites,race,prejudice against whites
What about all those Catholics who do not believe that women should be allowed to become priests oppose gay marriage and a womans right to choose when it comes to abortion? All of those beliefs are not in keeping with Canadian values. I bet the author of this simplistic article would never dare to oppose immigration to Canada by Catholics. His is a cowardly racist argument.,0.6,bias,christians,religion,prejudice against christians
